ATC_E53A76
Time-Data=(A2/86400)+25569;Temp;Humi;Vbat
1709465821;22.75;68.73;2532
1709467623;22.33;82.35;2532
1709469426;21.58;88.29;2520
1709471258;21.76;88.08;2514
1709473280;21.83;87.84;2517
1709475493;21.91;87.34;2521
1709477546;22.07;86.54;2523
1709479368;22.25;85.82;2523
1709481170;22.52;85.15;2526
1709482973;22.7;84.13;2527
1709484775;22.42;82.05;2527
1709486575;21.93;80.56;2523
1709488379;21.76;79.27;2520
1709490179;21.39;81.85;2519
1709491984;21.7;79.54;2517
1709493786;21.72;77.14;2518
1709495588;21.36;75.18;2516
1709497388;21.18;73.65;2516
1709499193;21.08;72.65;2516
1709500995;21.37;72.8;2514
1709502797;21.71;72.65;2516
1709504600;21.14;72.37;2518
1709506402;20.8;73.15;2515
1709508204;20.57;73.31;2511
1709510006;20.41;73.19;2511
1709511811;20.32;72.92;2514
1709513613;20.27;72.93;2509
1709515413;20.22;72.68;2499
1709517218;20.18;72.42;2500
1709519020;20.15;72.12;2497
1709520822;20.13;72.01;2496
1709522625;20.11;71.79;2497
1709524427;20.07;71.54;2502
1709526229;20.03;71.37;2496
1709528031;20.01;71.11;2495
1709529834;19.97;70.91;2496
1709531633;19.94;70.78;2493
1709533438;19.92;70.65;2493
1709535250;19.91;70.49;2493
1709537053;19.89;70.18;2493
1709538855;19.87;70.01;2496
1709540657;19.86;69.89;2491
1709542459;19.85;69.66;2498
1709544261;19.84;69.38;2498
1709546064;20.37;68.43;2494
1709547866;21.12;67.06;2503
1709549668;21.76;66.39;2510
1709551470;22.37;65.69;2510
1709553272;22.82;65.14;2512
1709555075;23.01;64.2;2515
1709556877;22.98;63;2519
1709558679;22.8;61.8;2520
1709560481;22.62;61.23;2515
1709562281;22.56;60.75;2510
1709564086;22.67;60.62;2509
1709565888;22.71;60.2;2510
1709567690;22.89;59.93;2511
1709569490;23.11;59.58;2511
1709571295;23.07;59.02;2511
1709573097;22.97;58.43;2516
1709574899;23;58.6;2514
1709576701;23.08;58.51;2514
1709578504;23.07;58.17;2518
1709580306;23.21;58.75;2517
1709582108;23.51;59.7;2515
1709583908;23.74;60.01;2520
1709585712;23.83;59.88;2516
1709587515;23.95;59.85;2515
1709589317;23.93;59.57;2517
1709591119;23.17;59.65;2516
1709592919;22.63;60.6;2509
1709594724;22.36;61.77;2503
1709596526;22.25;62.34;2503
1709598328;22.14;62.84;2503
1709600130;22.08;63.17;2504
1709601933;22.03;63.3;2502
1709603735;21.97;63.36;2502
1709605537;21.94;63.58;2504
1709607340;21.92;63.8;2500
1709609139;21.92;64.11;2500
1709610942;21.92;64.36;2501
1709612746;21.93;64.42;2505
1709614549;21.92;64.54;2506
1709616351;21.93;64.7;2506
1709618151;21.96;64.92;2502
1709619955;21.98;64.96;2501
1709621758;21.99;64.94;2502
1709623560;22.01;65.07;2505
1709625362;22.01;64.97;2507
1709627164;22.01;65;2502
1709628966;22.02;65.12;2502
1709630769;22.04;65.1;2502
1709632571;22.53;64.01;2498
1709634373;23.28;62.5;2506
1709636173;23.77;61.59;2507
1709637975;24.24;61.02;2510
1709639780;24.55;60.29;2517
1709641582;24.61;59.44;2517
1709643384;24.6;58.6;2517
1709645187;24.54;57.84;2517
1709646989;23.79;78.26;2511
1709648791;22.62;90.74;2491
1709650593;22.73;90.82;2482
1709652396;22.88;90.76;2487
1709654198;23.2;90.63;2488
1709656000;23.53;90.83;2494
1709657803;23.61;90.05;2500
1709659605;23.66;87.91;2504
1709661407;23.76;85.64;2501
1709663209;23.82;84.33;2499
1709665012;23.89;83.26;2499
1709666811;23.97;81.91;2502
1709668616;24.02;80.42;2501
1709670418;24.08;79.07;2500
1709672221;24.16;78;2497
1709674023;24.23;76.96;2499
1709675825;24.26;75.82;2499
1709677627;24.22;74.45;2496
1709679430;23.56;73.64;2496
1709681232;23.12;73.69;2489
1709683034;22.9;73.33;2486
1709684836;22.53;68.65;2476
1709686639;22.27;63.57;2443
1709688441;22.24;63.36;2442
1709690243;22.31;63.06;2448
1709692045;22.31;62.82;2447
1709693848;22.32;62.37;2447
1709695647;22.3;61.14;2449
1709697450;22.21;59.42;2447
1709699254;22.14;58.96;2448
1709701057;22.14;59.1;2450
1709702859;22.13;58.17;2449
1709704661;22.1;57.59;2450
1709706463;22.07;56.68;2451
1709708263;22.03;56.14;2451
1709710068;22.03;56.16;2449
1709711867;22.03;55.25;2444
1709713672;22.01;54.48;2446
1709715474;22;54.1;2445
1709717277;21.98;53.8;2443
1709719079;22.04;55.22;2447
1709720881;22.19;54.36;2450
1709722683;22.34;53.28;2453
1709724486;22.41;52.51;2449
1709726288;22.56;53.75;2449
1709728088;23.16;53.22;2466
1709729893;22.85;52.03;2494
1709731695;22.75;50.82;2486
1709733497;22.75;50.36;2487
1709735297;22.78;49.85;2488
1709737102;22.73;49.1;2483
1709738904;22.6;48.61;2490
1709740706;22.61;48.66;2491
1709742508;22.65;48.48;2488
1709744308;22.67;48.21;2487
1709746113;22.68;47.94;2486
1709747915;22.64;47.28;2484
1709749717;22.61;46.78;2479
1709751519;22.62;46.31;2477
1709753322;22.62;45.96;2480
1709755124;22.57;45.51;2481
1709756926;22.51;45.43;2477
1709758729;22.46;45.75;2479
1709760531;22.51;46.38;2480
1709762333;22.78;46.09;2475
1709764135;22.76;46.97;2474
1709765938;22.34;49.04;2473
1709767740;22.3;52.12;2468
1709769540;22.31;52.45;2470
1709771342;22.31;51.91;2465
1709773147;22.3;52.04;2471
1709774949;22.2;51.47;2468
1709776751;22.11;50.52;2468
1709778553;22.06;49.59;2466
1709780356;22.02;49.14;2462
1709782158;22.01;48.76;2462
1709783960;22.05;48.93;2457
1709785763;22.1;49.07;2459
1709787565;22.13;49.14;2460
1709789367;22.15;49.26;2461
1709791169;22.15;49.29;2456
1709792972;22.18;49.32;2461
1709794774;22.2;49.1;2464
1709796576;22.21;49.1;2462
1709798378;22.21;49.07;2462
1709800181;22.16;47.83;2461
1709801983;22;47.48;2457
1709803785;21.89;47.09;2450
1709805587;21.85;46.73;2450
1709807390;22.07;46.28;2448
1709809192;22.27;45.14;2446
1709810994;22.36;45.54;2450
1709812796;22.49;45.76;2455
1709814598;22.57;45.86;2452
1709816401;22.62;45.89;2447
1709818200;22.67;45.85;2454
1709820005;22.7;45.88;2453
1709821807;22.78;45.92;2449
1709823610;22.81;45.92;2452
1709825412;22.81;45.96;2453
1709827214;22.81;45.98;2455
1709829016;22.81;45.95;2449
1709830819;22.81;45.9;2452
1709832621;22.88;45.76;2453
1709834423;22.96;45.82;2449
1709836225;22.89;45.89;2454
1709838028;22.93;45.94;2454
1709839830;23;46.13;2457
1709841632;22.98;46.42;2460
1709843435;22.95;46.68;2460
1709845237;22.91;46.58;2457
1709847039;22.91;45.51;2453
1709848841;22.87;44.92;2456
1709850644;22.81;44.29;2453
1709852446;22.43;44.25;2449
1709854248;22.21;44.13;2452
1709856050;22.06;43.94;2452
1709857850;21.95;43.88;2448
1709859655;21.86;43.81;2445
1709861457;21.82;43.66;2452
1709863259;21.77;43.4;2457
1709865062;21.67;43.71;2452
1709866864;21.7;45.13;2452
1709868666;21.68;44.71;2448
1709870468;21.78;45.05;2451
1709872271;21.82;45.5;2454
1709874073;21.82;45.6;2451
1709875875;21.83;45.64;2449
1709877677;21.83;45.59;2450
1709879480;21.83;45.79;2456
1709881282;21.83;45.49;2454
1709883084;21.83;45.83;2455
1709884884;21.83;45.66;2457
1709886689;21.84;45.49;2456
1709888491;21.84;45.62;2453
1709890293;21.84;45.47;2454
1709892095;21.85;45.45;2459
1709893895;22.1;44.92;2462
1709895697;22.52;44.15;2459
1709897502;22.51;42.49;2459
1709899304;22.24;41.44;2459
1709901104;22.39;41.52;2461
1709902909;22.31;41.37;2458
1709904711;22.31;40.95;2452
1709906514;22.35;40.92;2443
1709908316;22.35;40.53;2403
1709910118;22.14;40.87;2400
1709911920;21.95;41.54;2461
1709913723;21.92;41.79;2472
1709915522;21.89;41.53;2474
1709917327;21.87;41.73;2474
1709919129;21.86;41.65;2480
1709920932;21.85;41.62;2485
1709922734;21.84;41.54;2483
1709924536;21.83;41.45;2478
1709926338;21.83;41.38;2480
1709928141;21.82;41.46;2476
1709929943;21.81;41.75;2478
1709931745;21.81;41.96;2472
1709933548;21.8;42.29;2472
1709935347;21.81;42.42;2477
1709937152;21.83;42.38;2479
1709938954;21.83;42.25;2473
1709940756;21.82;42.06;2467
1709942556;21.81;41.79;2471
1709944361;21.81;41.74;2472
1709946163;21.81;41.7;2473
1709947965;21.81;41.57;2476
1709949768;21.8;41.49;2475
1709951570;21.8;41.5;2472
1709953372;21.8;41.61;2477
1709955174;21.78;41.76;2471
1709956977;21.76;41.92;2471
1709958779;21.75;42.02;2482
1709960581;21.74;42.08;2479
1709962383;21.72;42.16;2477
1709964186;21.72;42.18;2475
1709965988;21.71;42.23;2480
1709967790;21.71;42.3;2477
1709969590;21.7;42.33;2471
1709971395;21.69;42.34;2472
1709973197;21.71;42.28;2479
1709974999;21.8;42.01;2472
1709976801;21.79;41.58;2473
1709978604;21.8;41.98;2474
1709980406;21.74;41.72;2476
1709982208;21.66;41.58;2475
1709984010;21.64;40.78;2474
1709985810;21.6;40.5;2476
1709987615;21.56;40.97;2473
1709989417;21.56;40.97;2472
1709991219;21.55;40.98;2469
1709993021;21.56;40.96;2471
1709994824;21.58;40.93;2477
1709996626;21.6;40.93;2473
1709998428;21.6;40.87;2474
1710000230;21.57;40.78;2474
1710002032;21.54;40.83;2471
1710003835;21.54;39.71;2473
1710005634;21.49;39.1;2468
1710007439;21.43;38.88;2466
1710009241;21.37;38.76;2469
1710011044;21.32;38.68;2475
1710012846;21.26;38.59;2473
1710014648;21.24;39.65;2473
1710016450;21.28;40.44;2474
1710018252;21.29;41.02;2474
1710020055;21.31;41.57;2481
1710021855;21.32;42;2480
1710023662;21.33;42.37;2471
1710025464;21.35;42.43;2465
1710027266;21.39;42.28;2467
1710029069;21.42;42.24;2473
1710030871;21.44;42.22;2469
1710032671;21.48;42.16;2466
1710034475;21.5;42.08;2467
1710036278;21.49;42;2464
1710038077;21.48;41.96;2465
1710039880;21.45;42.1;2470
1710041682;21.43;42.38;2469
1710043487;21.44;42.6;2464
1710045289;21.44;42.77;2466
1710047091;21.45;42.93;2470
1710048893;21.47;43.07;2471
1710050696;21.49;43.21;2466
1710052495;21.5;43.32;2463
1710054300;21.52;43.45;2462
1710056102;21.54;43.58;2465
1710057905;21.56;43.73;2468
1710059704;21.58;43.76;2466
1710061509;21.58;43.86;2463
1710063309;21.59;47.63;2463
1710065114;21.53;47.78;2469
1710066916;21.63;48.07;2468
1710068718;21.79;47.32;2470
1710070520;21.79;47.23;2471
1710072322;21.79;47.12;2475
1710074125;21.81;46.79;2473
1710075927;21.82;46.58;2468
1710077729;21.82;46.5;2471
1710079529;21.83;46.45;2470
1710081334;21.85;46.35;2473
1710083136;21.87;46.12;2474
1710084938;21.9;45.78;2474
1710086740;21.9;45.53;2474
1710088543;21.88;45.55;2470
1710090345;21.85;45.55;2465
1710092147;21.83;45.66;2468
1710093949;21.72;43.74;2472
1710095752;21.24;42.94;2465
1710097554;20.88;43.38;2463
1710099356;20.77;43.71;2457
1710101159;20.69;43.81;2456
1710102961;20.41;44.48;2456
1710104763;20.79;45.3;2457
1710106568;21.02;45.36;2457
1710108368;21.24;45.17;2462
1710110172;21.32;45.14;2462
1710111975;21.36;45.11;2460
1710113777;21.43;45;2459
1710115577;21.55;44.97;2459
1710117381;21.55;45.17;2461
1710119181;21.59;45.49;2466
1710120986;21.6;45.73;2469
1710122788;21.62;46.02;2468
1710124591;21.65;46.26;2468
1710126393;21.68;46.43;2467
1710128195;21.72;46.62;2463
1710129997;21.76;46.72;2465
1710131799;21.78;46.88;2468
1710133602;21.8;47.12;2467
1710135404;21.81;47.19;2470
1710137206;21.82;47.25;2466
1710139008;21.82;47.27;2465
1710140811;21.82;47.32;2474
1710142611;21.82;47.4;2473
1710144415;21.84;47.41;2469
1710146218;21.84;47.47;2470
1710148020;21.86;47.39;2472
1710149822;21.9;47.35;2470
1710151625;21.9;47.14;2467
1710153427;21.88;47.12;2465
1710155229;21.87;47.2;2472
1710157031;21.87;47.2;2471
1710158834;21.93;46.65;2472
1710160636;21.87;42.96;2475
1710162438;21.57;41.42;2467
1710164240;21.57;43.2;2459
1710166042;21.67;44.85;2458
1710167845;21.78;45.08;2459
1710169647;21.83;45.01;2458
1710171447;21.87;44.79;2463
1710173251;21.92;44.86;2468
1710175054;21.96;44.73;2471
1710176856;21.99;44.75;2470
1710178658;22.01;44.66;2471
1710180460;22.05;44.5;2472
1710182263;22.04;44.5;2478
1710184065;21.91;44.47;2473
1710185867;21.89;44.61;2469
1710187669;21.85;44.94;2468
1710189471;21.83;45.1;2468
1710191271;21.84;45.29;2464
1710193076;21.88;45.3;2466
1710194878;21.88;45.05;2468
1710196678;21.93;45.08;2468
1710198483;22.23;46.94;2453
1710200285;22.28;47;2440
1710202087;22.19;47.05;2442
1710203890;22.12;47.11;2441
1710205692;22.08;47.3;2435
1710207494;22.05;47.24;2442
1710209296;22.01;47.26;2445
1710211099;21.99;47.3;2437
1710212901;21.98;47.27;2440
1710214703;22;47.33;2446
1710216505;22;47.27;2445
1710218308;22.01;47.22;2444
1710220110;22.02;47.25;2439
1710221910;22;47.25;2438
1710223715;21.99;47.2;2443
1710225517;21.99;47.2;2445
1710227319;22;47.22;2451
1710229121;22;47.17;2442
1710230924;21.99;47.26;2442
1710232726;21.99;47.35;2444
1710234528;21.99;47.32;2443
1710236331;21.99;47.23;2443
1710238133;22.01;47.15;2444
1710239935;22.04;46.49;2448
1710241737;22.27;45.17;2439
1710243537;22.35;45.25;2446
1710245342;22.35;45.04;2452
1710247144;22.32;45.32;2444
1710248946;22.44;45.62;2452
1710250749;22.56;45.97;2443
1710252551;22.59;46.42;2448
1710254353;22.56;46.34;2449
1710256155;22.5;46.11;2446
1710257955;22.48;45.77;2447
1710259760;22.44;45.46;2446
1710261562;22.39;45.48;2442
1710263364;22.38;45.38;2438
1710265164;22.35;45.16;2443
1710266969;22.34;45.19;2448
1710268771;22.3;44.65;2446
1710270571;22.06;42.65;2446
1710272375;21.95;41.94;2441
1710274178;21.96;41.64;2439
1710275980;21.92;41.36;2432
1710277782;21.84;40.78;2426
1710279584;21.82;40.44;2425
1710281387;21.82;40.34;2424
1710283189;21.81;40.18;2424
1710284991;21.5;40.15;2421
1710286791;21.31;40.68;2403
1710288596;21.3;41.72;2391
1710290398;21.13;41.06;2388
1710292200;21.1;41.39;2372
1710294002;21.32;42.24;2380
1710295805;21.41;42.87;2383
1710297604;21.49;43.25;2386
1710299409;21.98;44.2;2405
1710301209;21.83;44.96;2440
1710303014;21.83;45.87;2449
1710304816;21.88;46.54;2457
1710306618;21.97;47.04;2457
1710308420;22.02;47.28;2461
1710310220;22.06;47.23;2461
1710312025;22.07;47.29;2457
1710313827;22.1;47.54;2453
1710315629;22.16;48.1;2460
1710317431;22.21;48.44;2467
1710319234;22.24;48.36;2466
1710321036;22.26;48.13;2459
1710322836;22.28;48.34;2463
1710324640;22.29;48.61;2467
1710326440;22.44;48.58;2465
1710328245;22.82;47.82;2467
1710330045;22.96;46.99;2467
1710331849;22.97;45.82;2478
1710333652;22.88;45.56;2475
1710335454;22.92;46.07;2466
1710337256;23.12;46.26;2472
1710339056;23.04;46.18;2474
1710340861;23.06;46.07;2475
1710342663;23.08;45.53;2473
1710344466;23.05;45.3;2471
1710346268;23.01;45.11;2470
1710348070;22.88;45.09;2471
1710349872;22.8;45.24;2470
1710351675;22.69;45.11;2464
1710353477;22.79;45.63;2463
1710355279;22.78;45.81;2463
1710357081;22.74;45.67;2465
1710358884;22.88;45.99;2465
1710360686;22.82;46.06;2469
1710362488;22.78;45.84;2468
1710364290;22.78;45.41;2472
1710366092;22.7;44.68;2479
1710367895;22.7;44.59;2469
1710369697;22.83;45.12;2469
1710371499;22.39;45.12;2476
1710373302;22.27;46.8;2465
1710375104;22.13;47.12;2456
1710376906;22.16;46.74;2451
1710378708;22.11;46.96;2452
1710380510;22.04;47.05;2456
1710382310;22.01;46.93;2455
1710384115;21.94;47.04;2450
1710385917;21.88;47.58;2455
1710387717;22.02;48.8;2450
1710389522;22.09;49.2;2446
1710391324;22.21;49.42;2452
1710393126;22.28;49.59;2463
1710394929;22.3;49.93;2457
1710396731;22.31;50.14;2456
1710398533;22.32;50.12;2453
1710400335;22.32;50.33;2455
1710402138;22.34;50.4;2458
1710403940;22.36;49.86;2456
1710405742;22.28;49.06;2455
1710407544;22.18;49.12;2455
1710409346;22.12;49.35;2449
1710411149;22.07;49.29;2446
1710412951;22.18;48.92;2446
1710414753;22.53;48.44;2452
1710416553;22.67;48.36;2457
1710418356;22.78;48.27;2463
1710420160;22.84;48.18;2464
1710421963;22.91;48.11;2461
1710423765;22.95;47.46;2461
1710425567;23.09;47.77;2473
1710427367;23.04;46.91;2474
1710429172;23.06;46.55;2467
1710430974;23.06;46.27;2463
1710432776;22.99;46.15;2471
1710434576;22.94;46.07;2472
1710436381;22.9;45.99;2466
1710438183;22.86;45.92;2469
1710439985;22.8;46.06;2464
1710441787;22.96;46.02;2466
1710443590;22.96;46.07;2477
1710445392;22.93;45.96;2470
1710447194;22.85;45.67;2465
1710448996;22.63;45.71;2465
1710450796;22.48;45.76;2466
1710452601;22.41;45.86;2462
1710454401;22.39;46.04;2455
1710456205;22.44;46.69;2455
1710458007;22.18;47.44;2459
1710459810;22;48.78;2453
1710461612;21.9;49.97;2448
1710463414;21.92;50.99;2445
1710465216;21.91;51.07;2442
1710467016;21.94;51.41;2445
1710468821;21.97;51.51;2445
1710470623;21.99;51.47;2448
1710472425;22;51.29;2441
1710474228;22.01;51.41;2445
1710476030;22.02;51.46;2445
1710477832;22.04;51.8;2442
1710479634;22.05;51.52;2444
1710481436;22.05;51.5;2447
1710483239;22.05;51.62;2452
1710485038;22.06;51.91;2452
1710486843;22.06;52.04;2449
1710488645;22.09;51.87;2453
1710490448;22.1;51.68;2450
1710492250;22.05;50.78;2449
1710494052;21.9;50.13;2458
1710495854;21.84;49.69;2455
1710497657;21.83;49.41;2447
1710499459;21.9;49.17;2445
1710501261;22.23;48.64;2449
1710503063;22.32;47.72;2453
1710504866;22.4;47.58;2452
1710506668;22.5;47.6;2455
1710508470;22.54;47.45;2459
1710510272;22.56;47.37;2454
1710512075;22.57;47.34;2452
1710513877;22.65;47.5;2459
1710515679;22.77;47.45;2463
1710517481;22.79;47.56;2456
1710519284;22.78;47.68;2457
1710521086;22.72;47.59;2449
1710522888;22.67;47.34;2452
1710524688;22.74;47.55;2460
1710526493;22.7;47.78;2457
1710528295;22.66;47.92;2453
1710530094;22.68;47.91;2457
1710531899;22.71;47.84;2458
1710533701;22.7;47.71;2456
1710535504;22.77;47.66;2458
1710537306;22.64;47.76;2455
1710539106;22.61;48.32;2447
1710540911;22.63;48.56;2443
1710542713;22.66;48.72;2442
1710544515;22.44;49.17;2441
1710546317;22.24;50.18;2433
1710548120;22.17;51.52;2431
1710549922;22.2;52.73;2428
1710551722;22.14;52.63;2432
1710553527;22.07;52.4;2433
1710555329;22.03;52.21;2428
1710557131;21.99;51.89;2435
1710558931;21.95;51.7;2432
1710560736;21.93;51.45;2431
1710562538;21.9;51.26;2430
1710564340;21.89;51.34;2427
1710566142;22.02;52.34;2426
1710567945;22.1;52.45;2424
1710569745;22.16;52.54;2424
1710571549;22.22;52.58;2425
1710573352;22.25;52.56;2426
1710575151;22.27;52.61;2427
1710576956;22.3;52.73;2431
1710578758;22.31;53.05;2439
1710580561;22.34;53.12;2434
1710582363;22.38;53.38;2428
1710584165;22.4;53.56;2440
1710585967;22.33;52.43;2440
1710587770;22.57;51.57;2436
1710589572;22.64;51.06;2426
1710591374;22.72;50.85;2426
1710593176;22.71;50.57;2429
1710594979;22.75;50.09;2436
1710596781;22.8;50.09;2439
1710598583;22.82;49.78;2435
1710600385;22.84;49.45;2431
1710602188;22.86;49.05;2432
1710603990;22.86;48.89;2429
1710605792;22.85;48.89;2426
1710607592;22.84;48.98;2435
1710609397;22.83;48.91;2433
1710611199;22.85;48.74;2433
1710613001;22.82;48.59;2433
1710614801;22.8;48.47;2428
1710616603;22.8;48.2;2431
1710618408;22.82;47.82;2438
1710620210;22.81;47.62;2430
1710622012;22.78;47.53;2429
1710623814;22.79;47.4;2434
1710625616;22.8;47.32;2430
1710627419;22.8;47.24;2434
1710629219;22.77;47.13;2432
1710631021;22.52;47.23;2434
1710632826;22.21;47.61;2429
1710634628;22.05;47.86;2430
1710636430;22.01;48.06;2430
1710638232;22;48.06;2416
1710640035;22.01;47.77;2412
1710641837;21.98;47.84;2419
1710643637;21.94;47.86;2423
1710645441;21.87;47.74;2424
1710647241;21.84;47.56;2429
1710649046;21.86;48.31;2424
1710650848;21.92;48.32;2427
1710652650;21.91;48.35;2426
1710654453;21.91;48.66;2421
1710656255;21.91;48.95;2416
1710658057;21.91;48.96;2416
1710659859;21.93;49.15;2420
1710661661;21.96;49.24;2422
1710663464;21.97;49.22;2420
1710665266;22;49.17;2420
1710667068;22;48.96;2424
1710668871;22;49.09;2423
1710670673;22;49.08;2424
1710672475;22.07;48.76;2416
1710674277;22.49;47.92;2423
1710676080;22.58;45.51;2432
1710677882;22.51;44.36;2438
1710679684;22.68;44.44;2436
1710681486;22.76;44.4;2431
1710683288;22.8;44.3;2432
1710685091;22.81;44.11;2434
1710686890;22.75;45.06;2430
1710688695;22.6;45.48;2431
1710690497;22.63;46.04;2430
1710692300;22.55;44.69;2429
1710694102;22.25;42.43;2428
1710695904;22.3;43.77;2421
1710697706;22.52;44.4;2426
1710699509;22.41;44.71;2433
1710701311;22.32;44.56;2432
1710703113;22.29;44.37;2428
1710704915;22.32;44.4;2429
1710706718;22.31;44.51;2428
1710708520;22.31;44.81;2430
1710710320;22.32;45.13;2431
1710712124;22.31;45.22;2431
1710713924;22.29;45.86;2436
1710715729;22.29;46.04;2432
1710717531;22.12;46.5;2431
1710719333;21.84;47.25;2431
1710721135;21.76;47.51;2421
1710722938;21.73;48.11;2420
1710724740;21.63;49.9;2423
1710726540;21.33;49.14;2417
1710728344;21.29;49.3;2408
1710730144;21.26;49.25;2403
1710731949;21.25;49.28;2405
1710733751;21.21;49.61;2405
1710735553;21.17;50.07;2401
1710737356;21.15;50.29;2402
1710739158;21.13;50.44;2406
1710740960;21.11;50.58;2405
1710742762;21.11;50.82;2407
1710744565;21.11;50.91;2401
1710746367;21.1;51.03;2401
1710748167;21.1;51.37;2404
1710749971;21.11;51.56;2405
1710751774;21.1;51.54;2410
1710753574;21.11;51.46;2401
1710755378;21.09;51.42;2406
1710757178;21.07;51.33;2410
1710758983;21.15;51.31;2402
1710760785;21.53;50.82;2403
1710762585;21.8;50.63;2408
1710764390;21.88;50.37;2415
1710766192;21.88;48.95;2417
1710767992;21.82;48.53;2414
1710769796;22.14;48.68;2420
1710771596;22.28;48.18;2423
1710773401;22.33;47.53;2425
1710775203;22.44;46.93;2428
1710777005;22.53;46.83;2425
1710778808;22.4;47.19;2429
1710780610;22.35;47.29;2426
1710782412;22.3;46.56;2420
1710784214;22.31;46.48;2435
1710786017;22.26;46.43;2432
1710787819;22.21;46.45;2428
1710789621;22.18;46.8;2426
1710791424;22.18;47.12;2421
1710793226;22.14;47.29;2420
1710795028;22.12;47.59;2423
1710796830;22.08;47.45;2419
1710798633;22.08;47.45;2419
1710800435;22.19;47.82;2421
1710802237;22.23;48.04;2423
1710804040;21.97;48.61;2420
1710805842;21.76;50.14;2413
1710807644;21.62;50.92;2411
1710809444;21.54;51.15;2404
1710811249;21.42;51.6;2415
1710813051;21.36;51.37;2406
1710814853;21.33;51.45;2401
1710816655;21.32;51.51;2412
1710818458;21.29;51.54;2407
1710820260;21.25;51.59;2404
1710822062;21.24;51.57;2410
1710823864;21.22;51.62;2407
1710825664;21.2;51.77;2404
1710827469;21.19;51.75;2402
1710829268;21.16;51.71;2402
1710831073;21.14;51.73;2403
1710832875;21.16;51.75;2406
1710834678;21.16;51.7;2405
1710836477;21.13;51.84;2402
1710838282;21.1;51.93;2401
1710840084;21.09;52;2407
1710841887;21.09;52.07;2408
1710843689;21.08;52.09;2406
1710845491;21.11;52.04;2405
1710847293;21.43;51.44;2403
1710849096;21.75;50.87;2409
1710850898;21.94;50.4;2419
1710852698;22.05;49.78;2422
1710854502;22.1;49.32;2422
1710856305;22.05;49.37;2423
1710858107;22.09;50.04;2424
1710859909;22.13;50.19;2427
1710861711;22.15;50.07;2427
1710863514;22.23;50.12;2427
1710865316;22.22;50.29;2434
1710867118;22.21;50.37;2428
1710868920;22.22;50.46;2430
1710870723;22.39;50.06;2429
1710872523;22.33;49.85;2424
1710874327;22.24;51.03;2429
1710876130;22.09;51.53;2424
1710877932;22.15;51.86;2426
1710879734;22.19;52.04;2433
1710881536;22.17;51.97;2436
1710883338;22.19;52.13;2429
1710885141;22.24;52.11;2426
1710886943;22.26;52.05;2428
1710888745;22.27;52.05;2425
1710890548;22.1;52.24;2423
1710892350;21.81;52.93;2418
1710894152;21.7;53.76;2419
1710895955;21.69;55.5;2418
1710897757;21.61;55.84;2412
1710899559;21.6;55.97;2416
1710901361;21.54;55.05;2412
1710903164;21.49;54.79;2408
1710904966;21.44;54.93;2408
1710906768;21.4;55.02;2415
1710908570;21.36;55.06;2407
1710910373;21.34;54.99;2409
1710912175;21.33;54.85;2412
1710913977;21.32;54.78;2411
1710915779;21.3;54.7;2404
1710917582;21.3;54.72;2410
1710919381;21.29;54.69;2407
1710921186;21.27;54.6;2403
1710922986;21.24;54.56;2410
1710924791;21.2;54.46;2410
1710926593;21.17;54.45;2403
1710928395;21.16;54.51;2403
1710930197;21.17;54.45;2405
1710931997;21.2;54.36;2406
1710933802;21.54;53.52;2401
1710935604;21.82;53.11;2413
1710937406;21.99;52.49;2417
1710939208;22;51.63;2416
1710941008;21.98;51.21;2422
1710942813;21.94;49.54;2416
1710944615;21.6;44.61;2410
1710946418;21.39;43.43;2406
1710948220;21.41;42.96;2405
1710950022;21.46;43.03;2404
1710951824;21.5;42.48;2403
1710953624;21.44;42.84;2402
1710955429;21.61;45.06;2403
1710957229;21.83;46.35;2414
1710959034;21.85;46.78;2412
1710960836;21.86;47.08;2413
1710962638;21.85;47.21;2419
1710964440;21.94;47.65;2420
1710966240;21.99;48.4;2420
1710968045;21.9;48.3;2424
1710969847;21.84;47.67;2424
1710971649;21.83;47.4;2416
1710973452;21.84;47.78;2420
1710975251;21.85;48.17;2418
1710977056;21.75;48.52;2419
1710978858;21.45;48.91;2416
1710980661;21.31;49.29;2402
1710982460;21.2;49.34;2400
1710984263;21.21;50.04;2397
1710986068;21.19;50.43;2405
1710987867;21.11;50.91;2397
1710989672;21.06;51.2;2398
1710991474;21.04;51.26;2393
1710993277;21.02;51.38;2391
1710995079;21.02;51.53;2395
1710996881;21.03;51.8;2395
1710998683;21.02;51.95;2397
1711000485;21.02;51.95;2398
1711002288;21.03;52.09;2391
1711004090;21.02;52.22;2389
1711005892;21.03;52.28;2391
1711007694;21.05;52.33;2391
1711009497;21.05;52.5;2393
1711011296;21.06;52.68;2394
1711013101;21.12;52.34;2396
1711014903;21.17;52;2401
1711016706;21.2;51.79;2408
1711018508;21.23;51.52;2411
1711020310;21.62;51.07;2406
1711022113;21.86;50.46;2416
1711023912;21.99;50.25;2430
1711025717;22.09;50.07;2424
1711027519;22.17;49.92;2419
1711029322;22.24;49.78;2420
1711031121;22.29;49.63;2427
1711032926;22.32;49.56;2427
1711034728;22.38;49.49;2432
1711036531;22.39;48.65;2438
1711038333;22.42;48.7;2435
1711040135;22.42;48.21;2432
1711041937;22.4;47.84;2434
