ATC_E53A76
Time-Data=(A2/86400)+25569;Temp;Humi;Vbat
1711043737;22.36;47.53;2428
1711045542;22.4;47.99;2425
1711047344;22.41;48.15;2424
1711049146;22.46;48.35;2427
1711050949;22.57;48.96;2431
1711052751;22.62;49.69;2434
1711054553;22.56;49.41;2433
1711056355;22.52;49.24;2427
1711058158;22.49;48.62;2428
1711059957;22.11;46.69;2427
1711061762;21.83;47.05;2427
1711063564;21.4;48.74;2412
1711065367;20.26;50.17;2397
1711067169;20.48;53.67;2384
1711068971;21.04;52.94;2389
1711070773;21.23;52.4;2396
1711072575;21.3;52.83;2396
1711074378;21.35;53.28;2399
1711076180;21.42;53.24;2398
1711077982;21.5;53.28;2398
1711079784;21.57;53.16;2395
1711081587;21.6;52.9;2402
1711083389;21.65;52.97;2401
1711085191;21.67;52.92;2394
1711086993;21.7;52.8;2401
1711088795;21.72;53.17;2404
1711090598;21.73;53.07;2407
1711092400;21.69;52.63;2405
1711094202;21.68;52.16;2401
1711096004;21.66;51.92;2407
1711097807;21.73;51.54;2407
1711099606;21.73;50.99;2398
1711101411;21.67;50.44;2393
1711103213;21.64;50.1;2397
1711105015;21.64;49.8;2398
1711106818;21.88;48.81;2401
1711108620;22.09;48.56;2408
1711110422;22.25;48.43;2409
1711112224;22.33;48.29;2411
1711114027;22.38;47.98;2412
1711115829;22.45;47.78;2415
1711117631;22.49;47.51;2412
1711119433;22.55;47.25;2418
1711121233;22.6;47.1;2418
1711123035;22.66;47.17;2419
1711124840;22.67;47.54;2416
1711126642;22.69;47.79;2412
1711128444;22.7;47.75;2413
1711130244;22.65;47.53;2417
1711132049;22.64;47.32;2414
1711133849;22.61;46.78;2416
1711135653;22.56;46.06;2414
1711137456;22.56;45.87;2414
1711139258;22.51;44.95;2406
1711141060;22.41;44.9;2406
1711142862;22.37;45.04;2412
1711144665;22.47;44.61;2416
1711146467;22.47;45.43;2421
1711148269;22.4;46.48;2427
1711150071;22.34;47.03;2421
1711151874;22.09;48.37;2425
1711153676;22.01;49.33;2423
1711155478;21.96;49.98;2419
1711157280;21.87;50.67;2418
1711159083;21.85;51.35;2414
1711160885;21.83;51.33;2417
1711162687;21.87;52.78;2426
1711164489;22.03;54.14;2418
1711166289;22.11;54.25;2418
1711168094;22.19;54.39;2417
1711169896;22.23;54.69;2416
1711171698;22.26;54.63;2416
1711173501;22.29;54.34;2424
1711175300;22.31;54.38;2431
1711177105;22.31;54.29;2421
1711178907;22.3;54.55;2415
1711180710;22.31;54.88;2415
1711182512;22.34;54.92;2413
1711184312;22.34;55.19;2417
1711186116;22.35;55.07;2421
1711187919;22.37;55.09;2423
1711189721;22.41;55.29;2425
1711191523;22.44;55.34;2419
1711193325;22.73;53.84;2424
1711195128;22.98;53.1;2439
1711196930;23.09;52.88;2437
1711198732;23.2;52.52;2429
1711200535;23.16;51.75;2432
1711202337;23.17;51.52;2426
1711204139;23.2;51.69;2422
1711205941;23.24;51.83;2424
1711207743;23.32;51.95;2427
1711209546;23.36;51.77;2430
1711211345;23.35;51.43;2428
1711213148;23.35;51.12;2426
1711214950;23.37;50.48;2429
1711216755;23.31;47.68;2427
1711218557;23.22;47.01;2426
1711220359;23.05;46.63;2420
1711222162;23.09;46.87;2422
1711223964;23.12;46.67;2425
1711225766;23.13;46.25;2425
1711227566;23.08;46.69;2425
1711229371;23.18;47.29;2430
1711231173;23.3;49.03;2426
1711232975;23.32;50.06;2426
1711234777;23.29;50.25;2431
1711236580;23.19;50.5;2427
1711238382;22.89;51.11;2421
1711240184;22.76;51.35;2413
1711241986;22.67;51.82;2417
1711243786;22.63;51.5;2418
1711245591;22.6;51.59;2416
1711247393;22.58;51.9;2412
1711249195;22.56;51.09;2413
1711250998;22.55;49.96;2407
1711252800;22.51;49.19;2416
1711254602;22.46;48.61;2414
1711256404;22.42;48.19;2417
1711258207;22.38;47.85;2417
1711260009;22.35;47.54;2419
1711261811;22.32;47.26;2411
1711263613;22.3;47;2422
1711265416;22.28;46.76;2418
1711267215;22.25;46.64;2412
1711269020;22.21;46.35;2410
1711270823;22.17;46.09;2413
1711272625;22.13;45.83;2412
1711274425;22.11;45.76;2404
1711276229;22.08;45.63;2405
1711278032;22.06;45.52;2406
1711279831;22.31;44.74;2408
1711281636;22.5;44.14;2408
1711283438;22.63;44.01;2410
1711285238;22.71;43.75;2415
1711287043;22.82;44.35;2416
1711288843;23.05;45.55;2409
1711290647;23.22;46.07;2418
1711292450;23.31;46.38;2421
1711294252;23.34;46.54;2421
1711296054;23.38;46.78;2420
1711297856;23.44;46.85;2416
1711299659;23.48;47.02;2421
1711301461;23.5;47.02;2423
1711303263;23.69;47.06;2417
1711305063;23.64;46.79;2413
1711306868;23.53;46.29;2419
1711308667;23.39;45.88;2424
1711310470;23.39;46.15;2419
1711312275;23.43;46.25;2413
1711314077;23.41;46.11;2413
1711315879;23.36;46.06;2417
1711317681;23.32;46.05;2420
1711319483;23.3;45.82;2416
1711321286;23.28;45.73;2422
1711323086;23.22;45.93;2429
1711324890;22.89;46.38;2417
1711326693;22.76;46.71;2418
1711328495;22.67;46.85;2417
1711330297;22.61;46.92;2416
1711332097;22.58;46.91;2418
1711333899;22.57;46.96;2419
1711335704;22.52;46.31;2415
1711337506;22.48;46.07;2417
1711339308;22.53;46.99;2415
1711341111;22.61;47.5;2411
1711342913;22.59;47.6;2417
1711344713;22.53;47.46;2418
1711346517;22.5;47.34;2412
1711348320;22.48;47.25;2417
1711350122;22.47;47.02;2418
1711351924;22.47;46.83;2418
1711353726;22.45;46.72;2419
1711355529;22.42;46.68;2415
1711357331;22.39;46.61;2416
1711359133;22.39;46.54;2415
1711360935;22.4;46.36;2414
1711362735;22.45;46.72;2412
1711364540;22.44;46.7;2407
1711366342;22.68;46.4;2407
1711368144;22.89;46.04;2409
1711369947;23.01;45.75;2416
1711371749;23.06;45.43;2411
1711373551;23.08;45.15;2407
1711375354;23.11;45.13;2416
1711377153;23.1;44.44;2417
1711378958;22.99;43.44;2411
1711380760;23.02;43.28;2417
1711382563;23.03;43.14;2422
1711384365;23.05;42.9;2420
1711386167;23.07;42.87;2410
1711387969;23.11;42.9;2410
1711389772;23.27;42.65;2414
1711391574;23.14;42.73;2421
1711393376;23.1;42.76;2420
1711395181;23.09;42.74;2416
1711396983;23.06;42.63;2419
1711398786;23.12;42.87;2422
1711400585;23.1;42.49;2417
1711402390;23.09;42.46;2413
1711404190;23.22;42.53;2416
1711405994;23.18;42.21;2416
1711407797;23.15;41.72;2418
1711409599;23.09;41.49;2417
1711411401;22.79;41.95;2413
1711413203;22.61;42.15;2414
1711415003;22.51;42.38;2413
1711416808;22.48;42.65;2413
1711418610;22.35;42.75;2413
1711420412;22.27;42.63;2406
1711422215;22.24;42.44;2406
1711424017;22.21;42.53;2406
1711425819;22.15;42.56;2410
1711427621;22.11;42.49;2406
1711429423;22.07;42.36;2405
1711431226;22.04;42.25;2407
1711433025;22.02;42.1;2407
1711434830;22.02;42.24;2408
1711436632;22;42.03;2406
1711438434;22;41.89;2410
1711440237;21.95;41.49;2408
1711442039;21.92;41.52;2406
1711443841;21.9;41.36;2405
1711445643;21.88;41.2;2407
1711447446;21.85;41.33;2408
1711449248;21.87;42.22;2408
1711451050;21.89;42.9;2403
1711452853;22.14;42.99;2409
1711454655;22.44;42.63;2413
1711456457;22.58;42.72;2416
1711458259;22.64;42.81;2416
1711460062;22.63;42.76;2417
1711461864;22.59;42.37;2416
1711463666;22.62;42.35;2418
1711465468;22.75;42.59;2419
1711467271;22.84;42.45;2421
1711469073;22.8;42.18;2418
1711470873;22.79;42.09;2414
1711472677;22.82;42.2;2416
1711474480;22.9;42.58;2417
1711476282;23.02;42.47;2414
1711478082;22.95;42.44;2416
1711479886;22.95;42.61;2418
1711481689;22.82;42.21;2418
1711483491;22.79;42.36;2414
1711485290;22.8;42.28;2412
1711487095;22.84;42.67;2409
1711488897;22.83;41.82;2413
1711490697;22.79;41.35;2418
1711492502;22.83;41.56;2416
1711494302;22.85;41.68;2411
1711496104;22.84;41.76;2418
1711497909;22.56;42.02;2417
1711499711;22.37;42.18;2414
1711501513;22.24;42.83;2413
1711503315;22.29;44.28;2417
1711505115;22.31;44.97;2415
1711506920;22.3;44.82;2411
1711508722;22.28;44.77;2411
1711510524;22.28;44.83;2405
1711512327;22.27;44.84;2409
1711514129;22.27;44.99;2413
1711515931;22.25;44.86;2411
1711517733;22.24;45.06;2406
1711519536;22.24;45.09;2406
1711521338;22.23;45.11;2408
1711523138;22.23;45.36;2408
1711524942;22.24;45.63;2404
1711526744;22.25;45.53;2404
1711528547;22.26;45.22;2409
1711530347;22.22;45.03;2402
1711532151;22.11;44.82;2397
1711533954;22.05;44.4;2393
1711535756;22.01;44.25;2397
1711537556;21.98;44.06;2398
1711539361;22.1;43.71;2392
1711541163;22.34;43.17;2393
1711542965;22.46;42.84;2402
1711544767;22.53;42.83;2409
1711546570;22.57;44.22;2410
1711548372;22.61;45.85;2381
1711550172;22.6;46.94;2344
1711551974;22.59;47.64;2336
1711553776;22.64;47.3;2342
1711555581;22.66;47.63;2340
1711557383;22.63;48.18;2335
1711559185;22.61;47.6;2336
1711560987;22.73;47.54;2339
1711562790;22.93;47.75;2343
1711564592;22.84;48.04;2346
1711566392;22.74;47.91;2347
1711568196;22.75;47.76;2341
1711569996;22.8;48.69;2336
1711571801;22.8;48.82;2345
1711573603;22.94;48.53;2346
1711575405;22.85;47.94;2344
1711577207;22.83;48.21;2339
1711579010;22.9;49.58;2339
1711580812;22.94;50.04;2338
1711582612;22.95;50.21;2306
1711584416;22.79;50.66;2287
1711586219;22.67;50.63;2271
1711588021;22.6;50.46;2248
1711589823;22.55;50.33;2235
1711591625;22.5;50.29;2234
1711593428;22.4;50.47;2228
1711595230;22.33;50.31;2224
1711597032;22.29;50.28;2230
1711598835;22.38;51.41;2241
1711602549;21.2;79.63;2234
1711604712;20.79;87.13;2228
1711608466;20.94;84.7;2243
1711612531;21.18;79.27;2238
1711615956;21.64;74.45;2243
1711618058;21.71;70;2291
1711619911;21.8;64.52;2313
1711621733;21.81;63;2325
1711623545;21.76;61.56;2326
1711625348;21.77;61.04;2323
1711627150;21.96;60.4;2329
1711628952;22.07;59.7;2326
1711630754;22.11;58.83;2309
1711632557;22.16;57.46;2306
1711634359;22.24;56.68;2308
1711636161;22.31;56.24;2310
1711637963;22.29;54.65;2305
1711639763;22.27;54.1;2301
1711641568;22.27;54.24;2304
1711643370;22.29;53.9;2303
1711645172;22.25;53.57;2307
1711646975;22.23;53.3;2308
1711648777;22.25;52.79;2309
1711650577;22.25;52.65;2304
1711652381;22.25;52.62;2305
1711654184;22.22;52.98;2304
1711655986;22.18;53.28;2300
1711657788;22.17;52.87;2238
1711659590;22.15;52.74;2197
1711661393;22.23;52.36;2205
1711663195;22.2;51.86;2208
1711664997;22.18;51.73;2211
1711666799;22.22;51.91;2221
1711668599;22.3;51.72;2221
1711670404;22.25;51.5;2216
1711672206;22.04;51.62;2200
1711674008;21.94;51.61;2209
1711675811;21.96;52.28;2223
1711677613;22;52.96;2219
1711679415;22.01;53.36;2221
1711681217;21.98;53.69;2211
1711683020;21.98;54.18;2208
1711684822;21.99;54.45;2226
1711686624;22.01;54.53;2233
1711688426;22.03;54.66;2221
1711690229;22.05;54.7;2211
1711692031;22.06;54.6;2224
1711693833;22.06;54.54;2227
1711695635;22.06;54.73;2225
1711697438;22.07;54.79;2228
1711699240;22.07;54.8;2229
1711701040;22.07;54.8;2225
1711702844;22.04;54.75;2227
1711704646;22.03;54.78;2232
1711706449;22.03;54.96;2230
1711708251;22.05;55.08;2232
1711710053;22.06;55.01;2229
1711711856;22.13;55.07;2227
1711713658;22.38;54.62;2233
1711715458;22.6;54.47;2238
1711717262;22.7;55.08;2239
1711719065;22.8;56.4;2243
1711720867;22.83;56;2245
1711722669;22.85;56.07;2241
1711724469;22.87;56.1;2241
1711726273;22.85;56.07;2244
1711728073;22.89;56.29;2237
1711729875;22.92;56.19;2238
1711731680;22.97;56.06;2241
1711733482;23.02;55.94;2244
1711735285;23.14;55.83;2241
1711737087;23.14;55.96;2243
1711738889;23.08;55;2242
1711740691;22.97;52.9;2240
1711742494;22.88;51.93;2241
1711744296;22.84;51.75;2241
1711746098;22.8;51.39;2243
1711747901;22.78;51.38;2246
1711749703;22.77;51.36;2238
1711751505;22.75;50.99;2241
1711753305;22.73;50.5;2240
1711755110;22.71;50.36;2233
1711756912;22.57;50.2;2240
1711758714;22.31;50.23;2232
1711760503;21.29;49.49;2224
1711762306;20.96;49.81;2253
1711764108;20.85;50.27;2311
1711765910;20.23;51.06;2306
1711767712;19.95;51.94;2303
1711769515;19.8;52.61;2313
1711771317;19.65;53.05;2318
1711773119;19.69;53.69;2316
1711774921;20.42;54.2;2329
1711776724;20.71;54.13;2337
1711778526;20.84;54.16;2338
1711780328;20.94;54.39;2344
1711782128;20.99;54.47;2342
1711783933;21.03;54.77;2340
1711785735;21.09;54.81;2342
1711787537;21.14;54.93;2343
1711789340;21.17;55.03;2340
1711791142;21.21;55.36;2346
1711792944;21.26;55.47;2348
1711794746;21.28;55.58;2350
1711796548;21.38;55.59;2346
1711798351;21.68;55.32;2351
1711800153;21.84;55;2350
1711801955;21.97;54.71;2350
1711803758;22.07;54.67;2348
1711805557;22.14;54.76;2351
1711807359;22.25;55.22;2351
1711809162;22.32;55.39;2338
1711810964;22.37;55.72;2335
1711812766;22.54;56.22;2329
1711814571;22.71;56.03;2339
1711816373;22.59;57.28;2338
1711818176;22.09;53.26;2326
1711819978;22.33;48.3;2323
1711821780;22.37;46.55;2329
1711823582;22.29;45.97;2333
1711825385;22.19;44.79;2325
1711827187;22.06;43.58;2319
1711828989;21.97;43.66;2320
1711830791;21.85;43;2319
1711832591;21.79;43.24;2315
1711834396;21.71;43.56;2316
1711836196;21.51;43.27;2314
1711838000;21.27;44.93;2308
1711839800;21.07;46.13;2309
1711841602;20.8;46.87;2309
1711843407;20.53;47.26;2307
1711845209;20.36;47.41;2301
1711847012;20.24;47.43;2289
1711848814;20.09;47.54;2290
1711850616;19.94;47.56;2283
1711852418;19.84;47.38;2296
1711854221;19.78;47.34;2311
1711856023;19.64;47.24;2306
1711857823;19.49;47.03;2303
1711859625;19.28;47.33;2303
1711861430;19.38;49.76;2312
1711863232;19.65;51.41;2314
1711865034;19.76;51.56;2319
1711866836;19.82;52.55;2313
1711868638;19.82;51.75;2311
1711870441;19.77;50.39;2313
1711872243;19.71;49.8;2315
1711874045;19.62;49.43;2316
1711875848;19.58;49.4;2312
1711877650;19.55;49.45;2315
1711879452;19.57;49.71;2314
1711881252;19.63;50.19;2310
1711883057;19.77;49.98;2311
1711884859;20.04;49.46;2321
1711886661;20.27;48.95;2319
1711888464;20.49;48.73;2321
1711890263;20.71;48.56;2326
1711892068;20.84;48.42;2331
1711893868;20.98;48.39;2326
1711895672;21.13;48.21;2328
1711897475;21.26;47.9;2333
1711899277;21.79;48.21;2334
1711901079;21.75;48.73;2341
1711902881;21.79;49.28;2336
1711904684;21.8;49.53;2332
1711906486;21.9;49.58;2331
1711908288;22.27;50.07;2339
1711910090;22.22;49.54;2363
1711911893;22.3;48.12;2367
1711913695;22.26;44.5;2365
1711915497;22.1;43.71;2368
1711917299;21.71;43.75;2367
1711919102;21.16;43.83;2369
1711920901;20.87;43.96;2368
1711922704;20.69;44.99;2360
1711924508;20.66;45.71;2364
1711926311;20.77;46.24;2364
1711928113;20.96;46.23;2366
1711929913;21.04;46.34;2371
1711931718;21.18;46.58;2373
1711933520;21.3;46.35;2375
1711935322;21.21;46.09;2372
1711937124;21.1;45.87;2369
1711938927;20.99;46.03;2370
1711940726;20.91;46.16;2372
1711942531;20.83;46.29;2366
1711944333;20.66;46.54;2368
1711946136;20.17;47.06;2370
1711947938;20.24;48.2;2361
1711949740;20.52;49.47;2362
1711951542;20.84;49.58;2369
1711953345;20.97;48.87;2373
1711955147;21.02;48.41;2374
1711956949;20.99;48.3;2374
1711958749;20.97;48.01;2377
1711960554;20.98;47.82;2374
1711962356;21.03;47.7;2375
1711964156;21.08;47.72;2378
1711965960;21.14;47.74;2376
1711967763;21.19;47.92;2374
1711969565;21.27;48.01;2376
1711971367;21.3;48.22;2376
1711973169;21.36;48.68;2383
1711974969;21.48;49.03;2383
1711976774;21.88;49.06;2384
1711978576;22.33;48.26;2391
1711980378;22.59;47.88;2396
1711982181;22.79;47.32;2394
1711983983;22.85;44.43;2394
1711985785;22.6;42.53;2391
1711987587;22.4;42.64;2388
1711989390;22.37;42.76;2388
1711991192;22.23;42.94;2385
1711992994;22.09;43.06;2384
1711994796;21.99;43.14;2388
1711996599;21.94;42.96;2390
1711998401;22.06;42.88;2385
1712000203;22.08;42.97;2385
1712002003;22.08;43.46;2389
1712003808;22.06;43.76;2386
1712005610;22.04;43.78;2386
1712007410;22.03;43.59;2387
1712009214;22.02;43.45;2380
1712011017;21.99;43.45;2381
1712012819;21.98;43.28;2384
1712014621;21.86;42.52;2382
1712016423;21.71;42.18;2381
1712018226;21.82;41.49;2378
1712020028;21.62;40.32;2375
1712021828;21.55;40.16;2377
1712023630;21.59;40.19;2378
1712025435;21.63;40.16;2381
1712027237;21.61;40.22;2378
1712029039;21.7;40.49;2377
1712030841;21.79;40.69;2379
1712032644;21.8;40.6;2382
1712034446;21.77;40.55;2380
1712036248;21.76;40.62;2375
1712038051;21.74;40.71;2372
1712039853;21.69;40.83;2372
1712041655;21.75;40.89;2372
1712043457;21.73;40.92;2376
1712045257;21.63;40.99;2379
1712047062;21.7;41.12;2378
1712048864;21.72;41.12;2379
1712050666;20.7;41.04;2371
1712052466;20.15;41.48;2353
1712054271;19.51;41.47;2347
1712056073;20.1;40.59;2348
1712057875;20.37;39.28;2353
1712059677;20.43;38.62;2349
1712061480;20.58;38.27;2356
1712063282;20.65;38.28;2363
1712065084;20.42;37.44;2359
1712066884;20.42;37.36;2352
1712068689;20.32;37.46;2359
1712070489;20.35;37.38;2362
1712072293;19.59;37.62;2347
1712074096;19.08;38.32;2304
1712075898;19.51;37.76;2300
1712077700;19.4;37.84;2302
1712079502;19.37;37.42;2303
1712081305;19.1;38.29;2300
1712083107;19;38.41;2297
1712084909;19.08;38.92;2297
1712086711;18.95;39.02;2300
1712088511;18.78;39.2;2301
1712090316;18.66;39.39;2301
1712092118;18.39;39.82;2316
1712093920;18.5;39.94;2311
1712095722;18.8;39.53;2313
1712097525;18.55;40.37;2319
1712099327;18.21;41.38;2309
1712101129;18.01;41.84;2300
1712102929;18.04;41.94;2288
1712104731;18.68;41.7;2281
1712106536;17.96;42.58;2288
1712108336;18.79;44.72;2286
1712110140;27.79;40.94;2350
1712111942;30.24;38.84;2438
1712113742;26.13;36.56;2465
1712115547;22.48;41.14;2409
1712117347;20.43;39.77;2325
1712119151;19.79;40.9;2309
1712120954;19.65;41.21;2297
1712122756;20.28;40.74;2292
1712124558;19.8;40.86;2328
1712126360;19.4;41.5;2331
1712128163;19.38;41.47;2329
1712129965;19.36;41.54;2333
1712131767;19.5;41.64;2338
1712133570;19.5;41.51;2325
1712135369;19.45;42;2324
1712137174;20.01;41.86;2320
1712138974;19.76;41.87;2334
1712140779;18.77;42.58;2337
1712142581;18.99;43;2326
1712144383;19.12;42.52;2311
1712146185;19.72;43.19;2325
1712147988;20.48;43.46;2347
1712149790;20.82;43.84;2331
1712151592;21.33;44.25;2317
1712153392;21.4;44.42;2360
1712155197;21.41;44.64;2379
1712156999;21.45;44.94;2377
1712158801;21.53;45.27;2375
1712160601;21.82;45.41;2367
1712162406;21.85;45.36;2348
1712164208;21.79;45.33;2355
1712166010;21.77;45.45;2366
1712167812;21.77;45.45;2372
1712169615;21.79;45.46;2375
1712171417;21.79;45.44;2384
1712173219;21.8;45.45;2390
1712175021;21.81;45.48;2388
1712176824;21.81;45.56;2366
1712178623;21.81;45.6;2359
1712180428;21.81;45.59;2366
1712182230;21.8;45.52;2366
1712184030;22.14;46.22;2348
1712185835;22.23;45.62;2330
1712187635;22.27;46.29;2327
1712189440;22.31;46.45;2360
1712191239;22.01;47.35;2378
1712193044;22.03;47.81;2377
1712194844;22.06;47.81;2371
1712196649;23.99;50.28;2355
1712198451;30.88;51.24;2418
1712200253;29.94;42.98;2474
1712202056;26.09;43.96;2446
1712203858;26.23;46.31;2423
1712205660;25.33;45.17;2420
1712207462;24.12;46.28;2408
1712209262;24.67;49.4;2400
1712211067;24.55;48.28;2405
1712212869;23.39;47.29;2401
1712214671;23.12;47.46;2393
1712216471;23.11;48;2394
1712218276;23.15;47.55;2395
1712220078;23.03;47.47;2378
1712221880;22.84;47.12;2365
1712223683;22.71;46.63;2364
1712225485;22.58;46.26;2360
1712227287;22.46;46.08;2356
1712229089;22.46;46.41;2353
1712230889;22.41;45.98;2360
1712232694;22.29;46.18;2374
1712234496;22.25;46.23;2380
1712236298;22.29;46.65;2378
1712238100;22.45;46.36;2379
1712239903;22.37;46.36;2371
1712241705;22.37;46.06;2373
1712243507;22.27;46.32;2376
1712245307;22.17;46.5;2344
1712247112;22.09;46.74;2332
1712248911;22.12;46.89;2335
1712250716;22.12;46.95;2341
1712252518;22.07;47.12;2344
1712254320;22;47.58;2349
1712256120;21.93;47.84;2350
1712257923;24.6;49.73;2355
1712259727;23.48;45.69;2384
1712261530;22.37;47.33;2376
1712263332;22.08;48.12;2375
1712265134;21.97;48.74;2379
1712266934;21.89;49.04;2378
1712268739;21.95;49.57;2378
1712270541;21.96;49.64;2379
1712272343;23.18;49.93;2366
1712274146;23.28;48.24;2365
1712275948;29.28;55.77;2336
1712277750;30.2;45.04;2345
1712279552;24.94;47.55;2405
1712281355;25.21;48.12;2406
1712283157;24.66;50.57;2404
1712284959;25.4;51.53;2402
1712286761;23.66;48.2;2403
1712288564;23.1;49.92;2391
1712290366;23.57;51.77;2390
1712292168;24.03;53.39;2397
1712293970;23.3;49.71;2396
1712295773;22.74;50.77;2385
1712297575;22.6;50.59;2377
1712299377;22.37;51;2374
1712301179;22.56;51.4;2375
1712302981;24.97;53.23;2334
1712304784;23.42;49.94;2307
1712306583;24.36;50.75;2303
1712308388;23.94;49.48;2297
1712310188;24.49;49.18;2286
1712311993;23.21;49.23;2284
1712313795;23.99;50.11;2281
1712315597;22.9;49.77;2325
1712317400;22.36;50.95;2339
1712319199;22.38;51.57;2312
1712321004;22.77;50.21;2300
1712322804;22.2;51.02;2325
1712324609;22.04;51.26;2315
1712326411;21.99;51.42;2319
1712328213;22.02;51.51;2310
1712330015;22.27;51.6;2306
1712331818;22.21;51.62;2288
1712333620;22.11;52.04;2277
1712335422;22.06;53.18;2241
1712337224;22;53.4;2208
1712339026;22;53.34;2214
1712340829;22.06;53.26;2224
1712342631;22.02;53.18;2232
1712344433;21.9;53.31;2237
1712346235;21.83;53.54;2242
1712348038;21.8;53.69;2237
1712349840;21.9;53.92;2234
1712351642;21.81;54.28;2238
1712353444;21.76;54.41;2239
1712355246;21.68;54.49;2240
1712357046;21.58;54.53;2226
1712358851;21.51;54.52;2231
1712360653;21.48;54.47;2237
1712362455;21.4;54.44;2235
1712364258;21.37;54.43;2237
1712366060;21.34;54.38;2234
1712367862;21.33;54.31;2225
1712369664;21.32;54.29;2225
1712371466;21.31;54.24;2230
1712373269;21.31;54.16;2230
1712375071;21.31;54.53;2229
1712376873;21.32;54.87;2228
1712378673;21.32;55.13;2238
1712380478;21.33;55.4;2239
1712382280;21.33;55.61;2234
1712384082;21.34;55.78;2230
1712385884;21.34;55.97;2233
1712387687;21.33;56.09;2227
1712389487;21.34;56.33;2230
1712391291;21.35;56.59;2226
1712393094;21.37;56.78;2227
1712394896;21.37;56.85;2229
1712396698;21.37;56.93;2226
1712398498;21.38;57.01;2231
1712400303;21.4;57.13;2231
1712402105;21.43;57.34;2234
1712403907;21.42;57.42;2231
1712405710;21.54;57.56;2227
1712407512;21.54;57.13;2235
1712409314;21.53;56.82;2231
1712411116;21.67;56.8;2233
1712412918;21.73;56.67;2234
1712414721;21.71;56.51;2240
1712416523;21.73;56.34;2238
1712418325;21.82;56.13;2236
1712420127;21.87;55.57;2237
1712421930;21.85;55.33;2235
1712423732;21.86;55.21;2225
1712425534;21.91;55.12;2239
1712427336;22.02;54.99;2243
1712429139;22.03;54.68;2237
1712430941;21.95;54.63;2235
1712432743;21.96;55.38;2230
1712434546;21.98;55.84;2233
1712436348;21.97;56.03;2232
1712438137;23.43;56.52;3268
1712439940;21.63;67.08;3253
1712441742;22.99;67.21;3247
1712443544;22.81;62.84;3246
1712445346;22.23;62.85;3241
1712447149;21.79;63.52;3236
1712448951;21.51;63.5;3231
1712450753;22.01;59.58;3228
1712452553;22.27;59.98;3227
1712454355;21.9;60.7;3225
1712456160;21.37;61.56;3221
1712457962;20.96;62.46;3217
1712459764;21.63;61.67;3214
1712461567;22.11;60.64;3214
1712463369;21.86;60.83;3212
1712465171;21.31;61.69;3209
1712466974;20.87;62.65;3204
1712468776;21.24;62.33;3201
1712470578;21.97;60.9;3201
1712472381;21.89;60.75;3200
1712474183;21.46;61.48;3198
1712475985;21.27;62.01;3195
1712477787;21.55;61.72;3192
1712479589;22.17;60.84;3192
1712481392;22.05;60.83;3192
1712483194;21.71;61.23;3190
1712484996;21.44;62;3187
1712486799;21.3;62.4;3184
1712488601;21.16;62.65;3182
1712490401;21.34;62.87;3180
1712492205;21.84;62.19;3180
1712494008;21.87;62.01;3180
1712495807;21.83;63.68;3178
1712497612;22.14;68.11;3178
1712499414;22.22;65.07;3177
1712501214;22.04;64.06;3176
1712503017;21.86;63.44;3174
1712504821;21.82;63.08;3172
1712506624;21.75;62.87;3170
1712508426;21.73;62.54;3168
1712510228;21.55;62.51;3166
1712512030;21.4;61.85;3164
1712513833;21.24;61.01;3163
1712515635;21.03;62.08;3161
1712517434;21.47;62.19;3159
1712519239;22.24;60.72;3160
1712521041;22.27;60.23;3162
1712522841;21.93;61.37;3160
1712524643;21.83;63.15;3158
1712526446;22.58;66.33;3158
1712528250;23.08;62.66;3158
1712530053;23.12;62.37;3159
1712531855;22.53;60.54;3158
1712533655;22.34;59.27;3155
1712535459;22.86;60.06;3154
1712537262;22.85;60.37;3154
1712539064;22.23;61.17;3153
1712540866;21.7;62.37;3150
1712542668;21.27;63.26;3146
1712544471;21.07;63.64;3144
1712546273;21.77;62.53;3143
1712548075;22.22;61.47;3144
1712549877;21.89;61.62;3144
1712551680;21.37;62.33;3142
1712553482;20.94;63.14;3139
1712555284;21.26;62.8;3137
1712557087;21.98;61.4;3138
1712558889;21.93;61.05;3139
1712560691;21.45;61.69;3138
1712562493;21.09;62.77;3135
1712564293;21.55;62.41;3134
1712566095;22.29;61.21;3135
1712567900;22.44;61.22;3136
1712569702;22.45;60.47;3135
1712571504;21.85;59;3133
1712573304;21.49;59.16;3131
1712575106;21.35;59.23;3129
1712576911;22;58.29;3128
1712578713;22.63;56.71;3130
1712580516;22.49;56.75;3130
1712582318;22.26;55.06;3127
1712584118;22.26;52.56;3123
1712585920;22.34;50.65;3121
1712587724;21.92;49.29;3119
1712589524;21.71;47.52;3116
1712591329;21.53;46.49;3113
1712593131;21.41;46.52;3110
1712594933;21.44;45.21;3108
1712596736;21.31;44.75;3106
1712598535;21.36;44.18;3104
1712600340;21.48;45.99;3102
1712602142;21.31;47.56;3100
1712603945;21.3;48.46;3097
1712605744;22.06;47;3096
1712607549;22.47;46.08;3096
1712609351;22.55;46.4;3096
1712611154;22.17;48.52;3095
1712612953;22.2;53.89;3093
1712614755;22.31;54.08;3092
1712616558;22.24;52.06;3091
1712618360;22.75;51.86;3093
1712620162;22.71;51.77;3093
1712621967;22.18;52.63;3091
1712623769;21.73;53.61;3085
1712625572;21.31;54.6;3076
1712627374;21.01;55.31;3068
